carat,cut,color,clarity,depth,table,price,x,y,z
0.73,Very Good,D,VVS1,61.8,61.0,391428,5.7,5.73,3.53
1.07,Very Good,H,SI2,62.1,58.0,391428,6.53,6.57,4.07
1.2,Premium,J,SI1,60.0,61.0,391511,6.89,6.84,4.12
1.08,Premium,H,SI2,61.2,58.0,391511,6.62,6.58,4.04
1.0,Very Good,J,VVS1,63.5,59.0,391511,6.34,6.29,4.01
1.17,Fair,H,SI2,60.0,66.0,391511,6.86,6.78,4.09
0.9,Premium,D,VS2,61.6,62.0,391511,6.12,6.09,3.76
0.9,Good,D,VS2,57.7,61.0,391511,6.34,6.32,3.65
1.04,Premium,F,SI2,60.2,58.0,391511,6.6,6.55,3.96
1.02,Very Good,G,SI1,63.2,59.0,391594,6.41,6.37,4.04
1.02,Premium,G,SI1,62.3,59.0,391594,6.44,6.4,4.0
1.02,Premium,G,SI1,63.0,55.0,391594,6.45,6.4,4.05
1.02,Premium,G,SI1,60.8,58.0,391594,6.5,6.46,3.94
1.02,Premium,G,SI1,61.0,59.0,391594,6.48,6.44,3.94
1.02,Very Good,D,SI2,63.4,59.0,391594,6.41,6.37,4.05
1.02,Premium,D,SI2,61.5,56.0,391594,6.51,6.47,3.99
1.02,Premium,D,SI2,60.3,58.0,391594,6.52,6.48,3.92
1.01,Very Good,G,SI1,60.0,58.0,391677,6.51,6.55,3.92
1.01,Very Good,G,SI1,60.2,58.0,391677,6.5,6.59,3.94
1.01,Good,D,SI2,63.6,57.0,391677,6.35,6.39,4.05
1.01,Premium,G,SI1,59.8,58.0,391677,6.54,6.58,3.92
1.01,Very Good,D,SI2,61.5,56.0,391677,6.39,6.46,3.95
1.0,Very Good,E,SI1,61.0,61.0,391677,6.4,6.45,3.92
1.11,Ideal,H,SI2,62.6,56.0,391677,6.58,6.65,4.14
1.06,Premium,F,SI2,62.5,58.0,391677,6.54,6.41,4.05
1.32,Premium,I,VS1,62.4,58.0,391677,7.01,6.96,4.36
1.12,Premium,H,SI1,61.6,58.0,391677,6.72,6.62,4.11
0.91,Very Good,D,VS2,62.7,59.0,391760,6.13,6.16,3.85
1.12,Ideal,F,SI2,61.6,57.0,391760,6.68,6.66,4.11
0.97,Premium,D,SI1,62.0,60.0,391843,6.25,6.29,3.89
1.06,Very Good,F,SI1,62.5,58.0,391843,6.46,6.5,4.05
1.0,Ideal,F,SI2,62.7,57.0,391843,6.37,6.42,4.01
0.92,Very Good,H,VS1,59.7,63.0,391843,6.34,6.29,3.77
1.0,Good,H,VS2,63.6,61.0,391926,6.25,6.21,3.96
1.05,Ideal,I,SI2,61.8,59.0,392009,6.53,6.49,4.02
1.04,Premium,D,SI2,61.0,59.0,392092,6.51,6.54,3.98
1.04,Very Good,G,SI1,59.2,61.0,392092,6.63,6.68,3.94
1.12,Very Good,I,SI1,61.7,58.1,392092,6.6,6.66,4.09
1.02,Ideal,H,SI1,60.0,59.0,392092,6.56,6.55,3.93
0.9,Ideal,F,SI1,61.3,56.0,392092,6.21,6.23,3.81
0.93,Ideal,D,SI1,61.6,57.0,392092,6.27,6.33,3.88
1.14,Ideal,I,SI1,61.8,57.0,392092,6.76,6.68,4.15
1.0,Premium,H,SI1,62.7,58.0,392092,6.41,6.32,3.99
1.25,Good,I,SI2,63.9,56.0,392175,6.81,6.77,4.34
1.17,Ideal,G,SI2,61.1,56.0,392175,6.8,6.86,4.17
1.0,Very Good,G,SI2,62.6,58.0,392175,6.34,6.38,3.98
1.1,Fair,D,SI2,64.6,54.0,392175,6.56,6.49,4.22
1.1,Premium,I,SI1,61.2,61.0,392175,6.66,6.61,4.01
1.1,Ideal,H,SI2,63.1,58.0,392175,6.54,6.53,4.12
1.1,Premium,D,SI2,62.4,58.0,392175,6.6,6.57,4.11
0.97,Premium,F,SI1,59.9,59.0,392258,6.39,6.36,3.82
1.01,Very Good,D,SI2,61.9,58.0,392341,6.43,6.49,4.0
1.02,Very Good,H,SI1,61.6,58.0,392341,6.49,6.54,4.01
1.0,Good,D,SI2,61.1,61.0,392341,6.37,6.43,3.91
1.23,Good,J,VS2,63.6,60.0,392341,6.77,6.73,4.29
1.07,Very Good,I,SI1,59.1,59.0,392424,6.68,6.71,3.96
0.91,Premium,E,SI1,59.8,59.0,392507,6.28,6.23,3.74
0.9,Very Good,D,VS2,58.8,61.0,392507,6.27,6.32,3.7
1.05,Ideal,F,SI1,61.8,57.0,392507,6.51,6.54,4.03
1.05,Good,F,SI1,57.9,62.0,392507,6.68,6.73,3.88
1.0,Premium,D,SI2,62.4,58.0,392590,6.33,6.36,3.96
1.38,Fair,G,SI2,61.2,59.0,392590,7.19,7.13,4.38
1.03,Premium,E,SI2,61.8,56.0,392590,6.5,6.47,4.01
0.91,Ideal,G,SI1,61.9,56.0,392673,6.22,6.18,3.84
1.0,Good,H,VS1,62.1,64.0,392756,6.4,6.18,3.91
1.3,Premium,H,SI2,60.4,61.0,392756,7.09,7.04,4.27
1.0,Fair,F,VS2,66.7,57.0,392756,6.11,6.04,4.05
1.0,Very Good,H,VS1,63.3,53.0,392756,6.37,6.29,4.01
1.0,Premium,H,VS1,62.7,58.0,392756,6.37,6.33,3.98
1.0,Premium,H,VS1,59.1,60.0,392756,6.45,6.42,3.8
1.0,Fair,H,VS1,64.1,60.0,392756,6.3,6.22,4.01
1.1,Ideal,H,SI2,62.0,55.0,392839,6.61,6.65,4.11
1.08,Ideal,G,SI2,62.1,57.0,392839,6.56,6.58,4.08
1.09,Ideal,G,SI2,61.7,57.0,392839,6.57,6.62,4.07
1.22,Premium,I,SI2,61.5,61.0,393005,6.89,6.83,4.22
1.22,Premium,I,SI2,61.5,61.0,393005,6.89,6.83,4.22
0.9,Premium,D,SI1,59.4,61.0,393005,6.32,6.3,3.75
0.9,Premium,D,SI1,63.0,56.0,393005,6.14,6.09,3.85
1.22,Premium,I,SI2,61.7,59.0,393005,6.84,6.8,4.21
1.0,Good,G,SI1,63.9,60.0,393171,6.22,6.27,3.99
1.0,Ideal,G,SI1,62.7,56.0,393171,6.36,6.39,4.0
1.24,Very Good,J,SI2,60.4,61.0,393171,6.85,6.92,4.16
1.33,Premium,F,SI2,60.4,60.0,393171,7.17,7.11,4.31
1.14,Premium,F,SI2,62.9,59.0,393171,6.64,6.62,4.17
1.06,Premium,E,SI2,60.5,60.0,393171,6.67,6.61,4.02
0.95,Very Good,E,SI1,61.6,56.0,393254,6.31,6.36,3.9
1.02,Ideal,I,SI1,62.0,56.0,393254,6.44,6.46,4.0
1.0,Very Good,I,VS2,64.0,54.0,393337,6.28,6.34,4.04
0.9,Good,D,VS2,62.6,62.0,393337,6.11,6.15,3.84
1.05,Premium,H,VS2,60.5,58.0,393337,6.7,6.63,4.03
0.91,Premium,E,VS2,62.8,59.0,393337,6.17,6.15,3.87
0.91,Premium,E,VS2,61.6,58.0,393337,6.2,6.18,3.81
0.91,Very Good,F,VS1,63.5,56.0,393337,6.18,6.14,3.91
0.93,Premium,E,SI1,62.8,56.0,393337,6.26,6.2,3.91
1.08,Premium,H,SI1,61.7,59.0,393420,6.56,6.6,4.06
1.08,Ideal,H,SI1,62.7,57.0,393420,6.48,6.51,4.07
0.9,Very Good,H,VVS2,62.4,58.0,393420,6.12,6.15,3.83
0.8,Ideal,G,VVS2,61.5,55.0,393420,5.95,5.99,3.68
0.8,Ideal,G,VVS2,61.4,57.0,393420,5.96,6.0,3.67
1.04,Ideal,F,SI2,61.2,57.0,393420,6.54,6.6,4.02
0.9,Ideal,H,SI1,61.6,56.0,393420,6.17,6.23,3.82
1.21,Premium,F,SI2,61.5,57.0,393420,6.93,6.88,4.25
1.0,Very Good,G,SI1,59.3,63.0,393503,6.44,6.48,3.83
1.04,Premium,G,SI1,60.6,61.0,393586,6.63,6.59,4.0
1.05,Premium,E,SI2,59.5,59.0,393586,6.65,6.59,3.94
1.02,Ideal,H,SI2,59.8,58.0,393586,6.55,6.59,3.93
1.08,Good,E,SI2,63.7,57.0,393586,6.54,6.49,4.15
1.05,Premium,E,SI2,60.4,58.0,393586,6.59,6.55,3.97
1.16,Ideal,I,SI1,61.5,60.0,393586,6.76,6.71,4.14
1.08,Premium,E,SI2,60.2,58.0,393586,6.68,6.61,4.0
1.26,Ideal,J,SI2,62.5,53.0,393586,6.9,6.86,4.3
1.21,Premium,H,SI1,60.5,60.0,393669,6.81,6.72,4.09
1.15,Premium,H,SI2,61.6,60.0,393669,6.72,6.75,4.15
1.15,Very Good,H,SI2,62.0,58.0,393669,6.66,6.7,4.14
1.0,Ideal,E,SI2,61.8,57.0,393669,6.39,6.43,3.96
1.01,Very Good,H,SI1,62.7,58.0,393669,6.36,6.34,3.98
1.31,Premium,F,SI2,62.7,61.0,393669,7.03,6.86,4.36
0.97,Ideal,G,SI2,61.6,56.0,393669,6.31,6.39,3.91
1.01,Good,E,SI1,62.6,61.0,393669,6.38,6.43,4.01
1.0,Premium,F,VS2,58.7,56.0,393669,6.46,6.42,3.78
1.11,Premium,I,VS2,58.3,60.0,393752,6.84,6.78,3.97
1.11,Premium,I,VS2,63.0,53.0,393752,6.64,6.59,4.17
1.2,Ideal,J,SI2,63.3,54.0,393752,6.78,6.72,4.27
1.2,Ideal,J,SI2,61.7,56.0,393752,6.87,6.79,4.21
0.91,Good,G,VS1,64.1,60.0,393752,6.11,6.06,3.9
1.03,Very Good,H,SI2,61.3,56.0,393835,6.5,6.53,3.99
1.06,Ideal,I,SI1,61.9,54.0,393835,6.56,6.59,4.07
1.01,Premium,H,VS2,62.6,60.0,393835,6.39,6.36,3.99
1.19,Premium,I,SI2,62.6,58.0,393835,6.75,6.7,4.21
1.02,Ideal,F,SI2,61.8,57.0,393918,6.43,6.49,3.99
0.91,Very Good,D,SI1,62.3,60.0,393918,6.15,6.21,3.85
1.03,Very Good,G,SI1,61.0,58.0,393918,6.5,6.54,3.98
1.26,Fair,D,SI2,64.5,59.0,393918,6.75,6.71,4.34
1.02,Ideal,H,SI1,62.5,57.0,393918,6.41,6.46,4.02
1.13,Premium,I,SI1,62.8,57.0,393918,6.68,6.64,4.18
1.18,Premium,H,SI1,60.1,60.0,393918,6.89,6.75,4.1
1.13,Premium,H,SI2,62.7,55.0,393918,6.69,6.61,4.17
1.11,Premium,H,SI1,58.9,59.0,394084,6.82,6.76,4.0
0.94,Premium,F,SI1,59.8,61.0,394084,6.39,6.35,3.81
1.0,Very Good,F,SI2,63.3,60.0,394167,6.32,6.25,3.98
1.01,Good,H,SI1,63.4,59.0,394167,6.28,6.34,4.0
1.01,Ideal,H,SI1,62.6,55.0,394167,6.39,6.43,4.01
1.01,Good,H,SI1,63.1,59.0,394167,6.32,6.36,4.0
1.01,Good,H,SI1,63.7,60.0,394167,6.3,6.35,4.03
1.01,Very Good,I,SI1,63.3,54.0,394167,6.34,6.36,4.02
1.0,Premium,F,SI2,61.4,61.0,394167,6.47,6.4,3.95
1.06,Ideal,I,SI1,61.2,56.0,394167,6.6,6.57,4.03
1.06,Ideal,H,SI2,59.9,58.0,394167,6.67,6.63,3.98
1.1,Ideal,G,SI2,62.1,56.0,394250,6.63,6.61,4.11
0.93,Premium,G,VS2,62.2,59.0,394250,6.26,6.21,3.88
1.01,Premium,E,SI2,61.6,56.0,394333,6.45,6.4,3.96
0.81,Ideal,G,IF,62.4,54.0,394333,5.93,5.99,3.72
1.01,Fair,D,SI1,63.5,58.0,394333,6.35,6.25,4.0
1.01,Fair,H,VS2,64.5,60.0,394333,6.3,6.25,4.05
1.01,Premium,E,SI2,62.6,59.0,394333,6.39,6.36,3.99
1.01,Premium,E,SI2,61.5,58.0,394333,6.43,6.4,3.95
1.01,Good,E,SI2,63.7,58.0,394333,6.36,6.32,4.04
1.01,Ideal,E,SI2,61.2,54.0,394333,6.52,6.49,3.98
1.01,Premium,E,SI2,59.5,59.0,394333,6.58,6.54,3.9
1.01,Ideal,E,SI2,62.2,54.0,394333,6.43,6.39,3.99
1.01,Premium,E,SI2,62.6,57.0,394333,6.35,6.33,3.97
1.01,Fair,D,SI1,64.6,60.0,394333,6.12,6.08,3.94
1.01,Premium,D,SI1,62.8,58.0,394333,6.37,6.3,3.98
1.01,Ideal,E,SI2,59.2,56.0,394333,6.63,6.59,3.91
1.01,Ideal,E,SI2,61.1,57.0,394333,6.52,6.48,3.97
1.01,Fair,D,SI1,66.9,54.0,394333,6.25,6.21,4.17
1.2,Good,I,SI1,63.1,58.0,394416,6.66,6.72,4.22
1.2,Very Good,J,SI1,61.4,59.0,394416,6.82,6.87,4.2
1.03,Ideal,D,SI2,60.7,55.0,394416,6.53,6.61,3.99
1.07,Ideal,G,SI2,62.1,55.0,394416,6.54,6.61,4.08
1.04,Ideal,G,SI2,62.0,56.0,394416,6.52,6.49,4.03
1.0,Very Good,D,SI2,62.8,58.0,394499,6.33,6.37,3.99
1.01,Ideal,D,SI2,61.2,56.0,394499,6.41,6.46,3.94
1.21,Very Good,J,VS2,59.9,59.0,394582,6.86,6.92,4.13
1.02,Premium,H,SI1,59.2,58.0,394582,6.6,6.57,3.9
1.04,Ideal,F,SI2,62.1,57.0,394582,6.48,6.46,4.02
0.96,Very Good,F,SI1,62.1,62.0,394665,6.24,6.32,3.9
1.11,Premium,G,SI2,62.3,58.0,394665,6.65,6.61,4.13
1.11,Premium,G,SI2,61.2,59.0,394665,6.74,6.66,4.1
1.11,Ideal,G,SI2,60.5,56.0,394665,6.71,6.67,4.05
1.11,Premium,G,SI2,61.5,58.0,394665,6.67,6.6,4.08
1.01,Very Good,I,VS1,62.2,60.0,394748,6.39,6.35,3.96
1.08,Ideal,I,SI1,60.3,60.0,394831,6.67,6.62,4.01
1.03,Ideal,E,SI2,62.3,56.0,394914,6.44,6.52,4.04
1.03,Premium,E,SI2,61.8,59.0,394914,6.42,6.47,3.98
1.0,Good,G,SI1,57.2,59.0,394914,6.66,6.62,3.8
1.0,Premium,D,SI2,61.6,60.0,394914,6.37,6.33,3.91
1.2,Very Good,D,SI2,63.5,59.0,394914,6.61,6.56,4.18
1.02,Fair,H,SI1,65.5,60.0,394914,6.29,6.22,4.1
1.19,Premium,G,SI2,58.9,60.0,394914,7.0,6.92,4.09
0.91,Very Good,E,VS2,62.2,60.0,394997,6.13,6.21,3.84
1.01,Good,F,SI1,63.5,59.0,394997,6.3,6.39,4.03
1.01,Very Good,F,SI1,62.8,58.0,394997,6.35,6.43,4.01
1.01,Very Good,I,SI1,62.9,58.0,394997,6.36,6.4,4.01
1.03,Ideal,H,SI1,61.0,55.0,394997,6.56,6.59,4.01
0.9,Very Good,E,SI1,62.8,58.0,395080,6.09,6.13,3.84
1.01,Very Good,D,SI2,62.9,60.0,395080,6.35,6.46,4.03
1.0,Ideal,E,SI2,61.9,56.0,395080,6.43,6.4,3.97
1.0,Good,I,VS2,61.7,60.2,395163,6.29,6.35,3.9
1.19,Premium,J,VS2,62.8,57.0,395163,6.78,6.7,4.23
1.09,Premium,H,SI2,59.6,61.0,395163,6.69,6.63,3.97
1.02,Very Good,I,VS2,59.3,59.0,395246,6.57,6.62,3.91
1.18,Very Good,I,SI2,63.5,57.0,395329,6.75,6.8,4.3
0.99,Ideal,I,SI1,61.8,57.0,395329,6.4,6.42,3.96
0.9,Good,H,VVS1,63.8,59.0,395329,6.13,6.09,3.9
1.05,Very Good,E,SI2,63.3,57.0,395329,6.5,6.46,4.1
1.1,Ideal,H,SI1,62.5,57.0,395412,6.6,6.56,4.11
1.25,Ideal,J,SI1,62.7,57.0,395412,6.86,6.88,4.31
0.81,Ideal,E,VS1,61.6,55.0,395412,5.96,6.02,3.69
1.03,Premium,D,SI2,61.7,58.0,395412,6.5,6.47,4.0
1.03,Very Good,G,SI1,63.2,58.0,395412,6.43,6.38,4.05
1.03,Ideal,D,SI2,62.8,56.0,395412,6.46,6.43,4.05
1.03,Premium,D,SI2,61.3,61.0,395412,6.49,6.46,3.97
1.03,Ideal,D,SI2,61.2,57.0,395412,6.59,6.51,4.01
1.03,Ideal,G,SI1,62.4,57.0,395412,6.52,6.47,4.05
1.07,Ideal,I,VS2,62.1,56.0,395412,6.61,6.53,4.08
1.03,Premium,D,SI2,62.5,54.0,395412,6.5,6.42,4.04
1.03,Very Good,G,SI1,63.1,57.0,395412,6.45,6.41,4.06
1.07,Premium,H,SI1,60.7,60.0,395412,6.64,6.61,4.02
1.03,Ideal,D,SI2,61.8,56.0,395412,6.51,6.46,4.01
1.07,Ideal,F,SI2,62.0,57.0,395412,6.6,6.49,4.06
1.07,Ideal,F,SI2,61.5,57.0,395412,6.6,6.57,4.05
0.91,Fair,D,VS2,64.5,55.0,395495,6.24,6.07,3.97
1.15,Very Good,J,VS2,62.9,57.0,395578,6.73,6.63,4.2
1.13,Very Good,I,SI1,61.5,60.0,395578,6.68,6.72,4.12
1.12,Good,I,VS2,63.8,55.0,395578,6.57,6.63,4.21
1.02,Very Good,G,SI1,60.8,60.0,395578,6.5,6.55,3.97
1.01,Good,E,SI1,64.3,59.0,395578,6.31,6.34,4.07
1.01,Very Good,E,SI1,58.6,58.0,395578,6.52,6.58,3.84
1.01,Very Good,E,SI1,62.9,59.0,395578,6.3,6.38,3.99
1.09,Good,F,SI2,63.2,58.0,395578,6.49,6.54,4.12
1.02,Ideal,H,SI2,61.4,58.0,395578,6.47,6.52,3.99
1.0,Ideal,E,SI2,61.9,56.0,395578,6.39,6.43,3.97
1.15,Very Good,H,SI2,63.2,58.0,395661,6.64,6.68,4.21
1.01,Ideal,H,SI1,61.9,58.0,395661,6.42,6.48,3.99
1.11,Premium,G,SI1,61.5,58.0,395744,6.73,6.63,4.1
1.03,Very Good,G,SI2,63.9,59.0,395827,6.33,6.39,4.07
1.06,Very Good,G,SI2,61.0,57.0,395827,6.58,6.61,4.02
1.11,Very Good,E,SI2,62.0,58.0,395827,6.61,6.68,4.12
1.01,Premium,H,VS2,62.4,58.0,395827,6.42,6.36,3.99
1.01,Premium,H,VS2,62.3,62.0,395827,6.39,6.35,3.97
1.03,Ideal,F,SI2,61.6,55.0,395827,6.49,6.46,3.99
1.21,Premium,J,SI1,59.9,60.0,395910,6.89,6.86,4.12
0.9,Ideal,E,VS2,62.7,56.0,395910,6.14,6.18,3.86
0.9,Good,E,VS2,63.7,54.0,395910,6.13,6.15,3.91
0.9,Premium,F,VS1,59.0,58.0,395910,6.29,6.33,3.72
0.9,Good,F,VS1,62.8,57.0,395910,6.04,6.1,3.81
0.9,Ideal,E,SI2,61.8,56.0,395910,6.18,6.22,3.83
0.91,Fair,E,VS1,64.5,58.0,395910,6.14,6.1,3.95
1.04,Premium,F,SI1,61.5,59.0,395910,6.53,6.47,4.0
1.04,Ideal,F,SI1,62.2,57.0,395910,6.5,6.4,4.01
1.01,Premium,H,SI1,59.5,59.0,395993,6.56,6.52,3.89
1.11,Ideal,I,SI1,62.3,58.0,395993,6.6,6.65,4.13
1.2,Ideal,H,VS2,62.8,57.0,395993,6.71,6.67,4.2
1.01,Premium,H,SI1,60.7,58.0,395993,6.49,6.45,3.93
1.08,Ideal,G,SI1,61.4,56.0,395993,6.62,6.6,4.06
1.15,Premium,H,SI1,60.2,60.0,396076,6.87,6.78,4.11
1.23,Ideal,I,SI2,62.3,55.0,396159,6.85,6.82,4.26
1.23,Ideal,I,SI2,62.3,55.0,396159,6.85,6.82,4.26
0.9,Ideal,G,VS2,61.7,56.0,396159,6.19,6.26,3.84
1.01,Ideal,H,SI1,62.9,55.0,396159,6.35,6.4,4.01
1.01,Ideal,H,SI1,62.2,58.0,396159,6.37,6.43,3.98
1.23,Premium,I,SI2,62.1,59.0,396159,6.83,6.79,4.23
1.06,Premium,F,SI1,61.9,58.0,396242,6.53,6.58,4.06
1.0,Ideal,D,SI1,60.2,57.0,396242,6.48,6.54,3.92
1.06,Premium,F,SI1,62.4,58.0,396242,6.51,6.56,4.07
1.01,Premium,F,SI1,62.2,58.0,396325,6.35,6.28,3.93
0.91,Ideal,G,VS1,62.3,55.0,396325,6.22,6.17,3.86
1.15,Premium,G,SI1,62.0,58.0,396408,6.68,6.77,4.17
1.19,Premium,I,SI1,62.2,58.0,396491,6.73,6.77,4.2
1.0,Very Good,E,SI2,61.2,58.0,396491,6.37,6.41,3.91
1.2,Premium,J,SI1,58.5,61.0,396574,6.95,6.89,4.05
1.09,Ideal,J,VS2,43.0,54.0,396574,6.53,6.55,4.12
0.9,Good,F,VS2,62.8,58.0,396574,6.04,6.09,3.81
1.13,Ideal,F,SI2,62.3,57.0,396574,6.67,6.61,4.14
0.29,Fair,D,VS2,64.7,62.0,49136,4.14,4.11,2.67
0.32,Good,F,SI1,63.8,59.0,49219,4.33,4.29,2.75
0.41,Very Good,H,SI2,61.5,59.0,49219,4.8,4.82,2.96
0.37,Very Good,E,SI1,61.4,60.0,49219,4.6,4.62,2.83
0.36,Very Good,E,SI1,63.5,58.0,49219,4.46,4.49,2.84
0.38,Ideal,I,SI1,61.9,54.0,49219,4.64,4.67,2.88
0.38,Ideal,I,SI1,61.8,54.0,49219,4.66,4.7,2.89
0.3,Fair,F,VS1,61.7,66.0,49219,4.25,4.31,2.64
0.31,Ideal,G,SI1,62.2,55.0,49219,4.38,4.36,2.72
0.31,Premium,G,SI1,58.8,62.0,49219,4.42,4.39,2.59
0.31,Premium,G,SI1,61.4,58.0,49219,4.35,4.31,2.66
0.31,Premium,G,SI1,61.8,60.0,49219,4.35,4.32,2.68
0.31,Ideal,G,SI1,62.8,55.0,49219,4.38,4.32,2.73
0.31,Premium,G,SI1,62.1,58.0,49219,4.36,4.33,2.7
0.31,Premium,G,SI1,61.9,56.0,49219,4.38,4.34,2.7
0.31,Ideal,G,SI1,62.2,55.0,49219,4.36,4.35,2.71
0.31,Very Good,G,SI1,63.1,59.0,49219,4.33,4.29,2.72
0.31,Premium,G,SI1,62.6,58.0,49219,4.34,4.29,2.7
0.31,Premium,G,SI1,63.0,58.0,49219,4.34,4.3,2.72
0.31,Very Good,G,SI1,63.2,54.0,49219,4.33,4.31,2.73
0.31,Premium,G,SI1,62.4,55.0,49219,4.34,4.31,2.7
0.31,Very Good,G,SI1,63.2,57.0,49219,4.3,4.27,2.71
0.31,Premium,D,SI2,61.8,60.0,49219,4.37,4.33,2.69
0.31,Premium,D,SI2,60.1,58.0,49219,4.4,4.38,2.64
0.31,Good,D,SI2,63.7,58.0,49219,4.3,4.27,2.73
0.31,Premium,D,SI2,61.5,60.0,49219,4.34,4.31,2.66
0.31,Good,G,SI1,63.6,57.0,49219,4.33,4.29,2.74
0.31,Ideal,G,SI1,63.0,56.0,49219,4.34,4.3,2.72
0.31,Premium,G,SI1,61.5,59.0,49219,4.38,4.34,2.68
0.31,Premium,G,SI1,61.7,55.0,49219,4.38,4.37,2.7
1.06,Ideal,G,SI2,62.2,56.0,396574,6.55,6.48,4.05
1.27,Ideal,J,SI2,62.6,57.0,396657,6.88,6.85,4.3
1.01,Premium,H,VS1,61.9,57.0,396657,6.43,6.39,3.97
1.01,Ideal,H,VS1,61.5,56.0,396657,6.48,6.43,3.97
0.9,Very Good,G,VS1,62.7,56.0,396740,6.1,6.14,3.84
0.99,Very Good,E,SI2,61.8,59.0,396740,6.3,6.33,3.9
1.0,Very Good,E,SI2,62.9,60.0,396823,6.3,6.35,3.98
0.8,Ideal,D,VS2,61.3,56.0,396823,5.97,6.0,3.67
1.01,Good,G,SI1,63.3,59.0,396823,6.24,6.31,3.97
1.03,Ideal,I,SI1,61.1,55.0,396906,6.53,6.57,4.0
1.03,Ideal,I,SI1,62.2,54.0,396906,6.46,6.5,4.03
1.22,Good,H,SI2,61.5,64.0,396906,6.93,6.87,4.25
0.9,Ideal,H,VVS1,61.9,57.0,396989,6.19,6.24,3.85
1.01,Ideal,G,SI2,61.5,57.0,396989,6.43,6.45,3.96
1.24,Ideal,J,SI2,60.1,57.0,396989,7.02,6.98,4.21
1.09,Good,H,SI1,63.2,57.0,397072,6.54,6.57,4.14
1.09,Ideal,H,SI1,62.2,56.0,397072,6.56,6.59,4.09
1.09,Ideal,H,SI1,62.4,55.0,397072,6.59,6.68,4.14
1.09,Ideal,H,SI1,61.9,56.0,397072,6.61,6.64,4.1
1.09,Very Good,H,SI1,61.8,58.0,397072,6.58,6.63,4.08
1.14,Very Good,I,VS2,62.5,59.0,397155,6.63,6.66,4.15
1.06,Very Good,H,SI1,62.8,58.0,397155,6.47,6.49,4.07
1.06,Premium,H,SI1,61.6,59.0,397155,6.54,6.55,4.03
1.01,Ideal,D,SI2,62.6,56.0,397155,6.34,6.4,3.99
1.16,Very Good,H,SI2,61.8,58.0,397155,6.75,6.81,4.19
1.16,Very Good,I,SI1,62.7,57.0,397155,6.67,6.76,4.21
1.2,Very Good,I,SI1,61.7,56.0,397155,6.82,6.76,4.19
1.01,Premium,G,SI1,61.0,59.0,397155,6.45,6.51,3.95
0.91,Very Good,F,SI1,62.3,58.0,397155,6.14,6.19,3.84
1.0,Good,D,SI1,65.1,54.0,397238,6.23,6.27,4.07
1.09,Premium,I,VS1,62.3,54.0,397238,6.65,6.61,4.13
1.01,Ideal,E,SI2,61.1,59.0,397321,6.53,6.47,3.97
1.0,Premium,H,SI1,61.3,60.0,397404,6.38,6.35,3.9
1.0,Premium,H,SI1,59.4,58.0,397404,6.51,6.46,3.85
1.0,Good,H,SI1,57.5,62.0,397404,6.51,6.47,3.73
1.01,Ideal,E,SI2,62.2,56.0,397404,6.42,6.45,4.0
1.01,Very Good,G,SI1,59.9,56.0,397404,6.45,6.6,3.91
1.0,Premium,H,SI1,62.3,60.0,397404,6.38,6.34,3.96
1.0,Good,H,SI1,63.7,60.0,397404,6.33,6.3,4.02
1.14,Premium,I,SI1,62.2,58.0,397404,6.7,6.67,4.16
1.14,Premium,I,SI1,59.1,58.0,397404,6.83,6.81,4.03
1.14,Ideal,H,SI2,62.6,57.0,397404,6.72,6.63,4.18
1.14,Premium,I,SI1,60.1,60.0,397404,6.81,6.76,4.08
1.0,Premium,H,SI1,62.1,56.0,397404,6.48,6.38,3.99
1.0,Premium,H,SI1,61.5,58.0,397404,6.45,6.37,3.94
1.0,Ideal,H,SI1,60.3,56.0,397404,6.54,6.52,3.94
1.14,Very Good,I,SI1,63.5,56.0,397404,6.62,6.58,4.19
1.0,Premium,H,SI1,62.7,59.0,397404,6.37,6.3,3.97
0.9,Ideal,E,VS2,62.3,57.0,397404,6.19,6.17,3.85
1.14,Premium,H,SI2,60.6,59.0,397404,6.8,6.77,4.11
1.14,Ideal,H,SI1,60.3,57.0,397487,6.79,6.85,4.11
1.24,Very Good,J,SI2,62.8,58.0,397487,6.77,6.83,4.27
1.08,Very Good,I,VS1,62.5,57.0,397570,6.51,6.54,4.08
1.01,Premium,E,SI2,60.4,60.0,397570,6.46,6.49,3.91
1.08,Fair,E,SI1,53.8,63.0,397570,6.99,6.81,3.71
0.94,Good,D,SI1,63.6,56.0,397570,6.25,6.2,3.96
1.1,Very Good,E,SI1,61.3,58.0,397653,6.64,6.71,4.09
1.21,Very Good,I,SI2,62.1,59.0,397653,6.8,6.86,4.24
1.21,Very Good,I,SI2,59.9,58.0,397653,6.91,6.94,4.15
1.04,Very Good,H,SI1,62.2,57.0,397653,6.42,6.48,4.01
1.24,Premium,I,SI1,62.4,59.0,397653,6.89,6.87,4.29
1.01,Fair,F,VS2,64.8,56.0,397653,6.3,6.25,4.07
1.01,Fair,F,VS2,64.8,56.0,397653,6.3,6.25,4.07
1.01,Fair,F,VS2,66.1,61.0,397653,6.1,6.04,4.01
0.92,Ideal,E,SI1,61.0,55.0,397653,6.27,6.25,3.82
1.0,Premium,H,VS2,63.0,59.0,397653,6.43,6.34,4.02
1.22,Very Good,J,VS2,61.9,57.0,397819,6.82,6.87,4.24
0.93,Premium,G,VS1,62.1,59.0,397819,6.21,6.16,3.84
